Source,Target,Weight
Manpower,Corporate law,0.047619047619047616
Equal employment opportunity,Sex discrimination,1.0
Personal network,Role model,0.16666666666666666
Personal network,Peer group,0.16666666666666666
Personal network,Internet addiction,0.16666666666666666
Personal network,Mentorship,0.16666666666666666
Personal network,LinkedIn,0.16666666666666666
Personal network,Social media,0.16666666666666666
Relational mobility,Self-enhancement,0.1
Relational mobility,Interpersonal relationship,0.1
Relational mobility,Reputation,0.1
Relational mobility,Sociology,0.1
Relational mobility,Social environment,0.1
Relational mobility,Survey (human research),0.1
Relational mobility,Social exclusion,0.1
Relational mobility,Interpersonal relations,0.1
Relational mobility,Attribution (psychology),0.1
Relational mobility,Social media,0.1
Executive compensation,Social entrepreneurship,0.05
Executive compensation,Management consulting,0.05
Executive compensation,Virtual management,0.05
Executive compensation,Performance-related pay,0.05
Executive compensation,Management by objectives,0.05
Executive compensation,High Pay Commission,0.05
Executive compensation,Organizational behavior management,0.05
Executive compensation,Line management,0.05
Executive compensation,Organization development,0.05
Executive compensation,Staff management,0.05
Executive compensation,Information management,0.05
Executive compensation,Perquisites,0.05
Executive compensation,Program management,0.05
Executive compensation,Reputation management,0.05
Executive compensation,Corporation,0.05
Executive compensation,Innovation management,0.05
Executive compensation,Employee stock option,0.05
Executive compensation,Agency cost,0.05
Executive compensation,Employee benefits,0.05
Executive compensation,Systems management,0.05
Labor spying in the United States,Pen-down strike,0.058823529411764705
Labor spying in the United States,Lockout (industry),0.058823529411764705
Labor spying in the United States,Grievance (labour),0.058823529411764705
Labor spying in the United States,Social movement unionism,0.058823529411764705
Labor spying in the United States,Decent work,0.058823529411764705
Labor spying in the United States,Members-only unionism,0.058823529411764705
Labor spying in the United States,Knights of Labor,0.058823529411764705
Labor spying in the United States,Freedom of speech in the United States,0.058823529411764705
Labor spying in the United States,Union organizer,0.058823529411764705
Labor spying in the United States,Union busting,0.058823529411764705
Labor spying in the United States,Company union,0.058823529411764705
Labor spying in the United States,Criticism of Wal-Mart,0.058823529411764705
Labor spying in the United States,Contingent work,0.058823529411764705
Labor spying in the United States,Activist shareholders,0.058823529411764705
Labor spying in the United States,Corporation,0.058823529411764705
